A;gs;Ci;E
40.6096365905716;0.421586707952318;170.015031281648;5.0526757481068
37.7678267827141;0.312378565208681;135.138224408401;4.45141941980908
47.4752161429497;0.464539929029138;149.029881242985;5.56922473892286
41.76525914855;0.38350213668;147.759312721808;4.92031220334355
41.9390740574076;0.41768352417073;160.828325223347;5.31256973740267
42.7629897793656;0.43455396893418;162.427932458134;5.49836480849256
40.3556377271705;0.349636724178758;139.590174875686;4.8195140003954
45.3898952364537;0.528682354216221;178.106453945187;6.08445639634641
43.7251796490542;0.400161738133099;143.760027593057;5.27735979621759
46.0980397642475;0.47326466224196;158.808442075096;5.76405298876753
41.2993160139523;0.399914625475784;157.292849276899;5.13818972734208
47.4724362529313;0.504482078633771;161.720274917455;5.9376170426516
46.3100695174421;0.405270350214635;131.761211668038;5.24670885005556
46.911987360624;0.466382205218335;152.345028887353;5.72830682447264
41.4401603033323;0.415530931863467;162.431933890654;5.23364654789642
40.7576185519343;0.42339313551682;169.069663856003;5.55884153547246
43.6930617280173;0.440334829237626;159.522732054466;5.7646231746573
42.8773568398793;0.450119672914438;167.233792240857;5.64102887528633
38.2042561764656;0.30273799501234;125.746452913162;4.49515333614536
39.4513446405284;0.315634362649396;125.506859694658;4.79127405250647
41.9126542597303;0.379102218155567;144.284810265803;5.26113928642505
42.7710883450997;0.390555692836279;144.711648374026;5.28636500070166
43.7850822474243;0.378527975824369;133.088578997382;5.25570619448425
44.8845658853432;0.3991902145753;136.949385287793;5.3473996524737
43.4448442699735;0.420178654907105;153.472851087109;5.37623281002952
48.4107200107116;0.44873962513117;138.06335896243;5.83472018761206
46.9639207880045;0.428733646471854;137.644807024146;5.7700159706834
45.1105928888894;0.448489214701043;155.053395388802;5.73377373541178
48.5036420186074;0.510181401324543;158.185284902719;6.11982560344813
43.2109805528637;0.382282614358474;138.359947909681;5.35299991020503
42.4040607352215;0.395955350705618;149.244244325342;5.26565336962042
44.0811067445011;0.361766173916553;122.857023780637;5.14329205626571
42.4156491092626;0.341264595951307;121.858861928096;4.97372953728664
48.7417274762641;0.486641959807775;149.770768120521;5.991475468226
50.0202435429167;0.529580201076371;157.02400753076;6.16187522420199
46.7457252755422;0.512932929057798;167.372198715962;6.08283493353181
47.1760330616633;0.473859341007268;153.363269061949;5.76036472698994
36.9222508852175;0.288590460694403;125.304000934484;4.17281768497586
44.8516796577847;0.434019275097404;151.392286960538;5.40175839752004
49.9601104409572;0.518293263974979;154.192368207805;5.90171826799502
