A;gs;Ci;E
46.7734936034337;0.519888598698533;171.156959906492;5.03886152146369
48.9854962731721;0.687278901598376;197.101120905726;5.63802341497945
38.6225227166318;0.306315730663045;127.149264844993;3.61042836349051
18.3706793560417;0.138412380327275;149.45889143486;2.04740495026615
44.0022473386475;0.511429654771764;182.102468583825;4.53677186464868
44.797979054356;0.570287572977066;192.993676990622;4.55001735655826
37.6550095969871;0.401163794433588;180.699133589657;3.6550168643461
34.978168892248;0.297095124446992;146.963330122977;3.09103169671932
36.9451680046162;0.377627493223068;175.16481090584;3.71075838481988
40.6380334075916;0.566502112295138;210.94213885785;4.36187799374533
34.9251525383927;0.296428193011099;146.734919247361;3.27395420698648
37.9527466145771;0.363553619293889;162.990542075902;3.57861079105128
42.9703784585328;0.473988267137008;176.567111093972;4.23370873175498
46.319457361042;0.543761280049393;179.723874706069;4.59510648861974
42.5174963477932;0.474094010701735;179.064751510001;4.11986510813065
39.5825632610915;0.46487592424026;191.392843272641;3.81349389390598
30.1985511821661;0.22661019442392;130.023496347913;2.61198436624328
41.9068858837399;0.518277648046685;194.322789487869;4.17000092974861
38.4646957240623;0.421340102052324;183.686193470697;3.60360832977229
34.3523665429123;0.357268245624644;181.092328646589;4.06797987534194
37.2446668734351;0.314582058182029;141.416617580084;3.6462493424728
32.9066676172707;0.24121329633491;119.783176610442;3.11220289320778
22.7094719057662;0.138631109838953;92.6821940244765;2.1774968489684
34.3032408042711;0.238210646075406;105.294082801566;3.19507091304364
41.4006138510219;0.400697305036848;158.332149348129;4.35220714293625
39.4727775079851;0.31169150669286;124.312688157695;3.88653572009121
15.765632804456;0.089259892247471;83.640939857847;1.52707861047262
32.3623004764675;0.216232542765767;99.0662409717733;3.161308623954
21.8492724981285;0.141971243534681;109.584493764349;2.30910315516583
40.7062558021578;0.306607805557664;111.842815512132;4.10398077046564
28.5054513624676;0.191991577169429;107.304599328582;2.85281288064238
43.9359187146992;0.475389213187023;171.30704991397;4.90199698839457
42.569672405011;0.48300485662582;180.674123396612;4.79706397934473
35.6694462898814;0.251457690027037;106.330779125967;3.38439313683719
38.6805942708383;0.332186267726518;141.739517008498;4.01850274204414
13.6129863876364;0.09872691927828;148.235412675011;1.68439001187492
38.0233946977517;0.304273475329528;129.35495093997;3.79608054361763
41.6822420381678;0.408805338420863;160.011488220895;4.42297543199259
36.6416472733154;0.303063891632284;137.899137522786;3.73348826875795
28.1704101617902;0.186283217386575;103.208791470609;2.81902827203498
