A;gs;Ci;E
31.3693969887508;0.236069762251103;122.62518064557;5.5362523278647
43.5226421869394;0.40368780444676;142.929941562556;7.65448740606777
30.9715413998894;0.213950420023919;104.917005922342;5.03921948424724
35.6085382440685;0.294917811112608;135.186905434954;6.35313176664546
30.5186896546503;0.230754847779545;125.492131661824;5.19345764343831
32.8204307432737;0.239841714100251;114.809454186172;5.14565235591825
34.5728478551814;0.324531569088886;160.228884108684;6.1333950821774
36.2679958287862;0.324684074928255;149.248573618256;6.13318753983189
29.9412311842214;0.249155464221377;145.439322230378;5.40360658388405
32.3941619187526;0.284333898739208;152.338638691152;5.41338962458854
31.2913250218314;0.252867119389278;138.448118893182;5.03689537451132
32.4214082166399;0.248001075777509;125.300830678303;5.18584505975367
33.651524228773;0.278977535817099;139.553081448253;5.54337767742676
38.5916734844806;0.374064034309437;159.562098751109;6.34051156026522
38.773404733922;0.456147448930398;188.294050434538;6.99579038794334
33.2436822919102;0.303161552832254;157.898649051953;5.69947709255973
27.8219425830083;0.221102253821027;141.105232087636;4.55586657245791
28.6226317690296;0.231741648184122;143.650833904229;4.53285515842261
33.0460821540102;0.262425318354251;132.512063507254;5.17135299968556
34.5293263508372;0.330245880364143;163.988302936703;5.77819316951501
20.8656996427945;0.15588170783006;139.354610693282;3.57812377106908
24.0283516947876;0.169086561173503;121.395882751077;3.78766771064304
37.8377007215827;0.449194241832584;191.065023831604;6.9601187326917
26.4326419470391;0.17425072647354;101.956219554937;4.0083106455203
28.7063434692648;0.210209297693085;122.364731870859;4.49954629788564
30.5303631808805;0.237618673962468;132.370311435709;4.90158297732949
30.8692882801669;0.247516478313282;138.000574666604;4.88775554463392
24.5853998834144;0.187450818503011;138.381132706288;3.79428679721734
22.0711793622916;0.172490676290015;146.908490240906;3.81273333235854
26.2160754516475;0.178569228596545;110.703586277544;3.90637432546685
32.5292973331856;0.272967340477605;143.613695808027;5.44064440851628
24.1529657358277;0.155038046336001;98.898310903296;3.73338842612315
21.9104797335949;0.161583520837567;134.553768167251;3.73561670643993
27.6579752087657;0.18406322978991;102.01147628695;4.28994991080869
35.379541778344;0.296166033318652;138.412026128128;5.86562981572067
31.2991785395274;0.220256178500749;108.491607608442;5.05899270369414
22.598753584098;0.15271725053638;113.191984171733;3.8713869975215
18.0499724371762;0.109938252780476;94.5852603665518;3.03662243595945
31.9429097515244;0.24436910434318;125.895753594042;5.23490968111506
16.8949753867773;0.10133699548738;93.2864819648387;2.70803296581884
